stimulus_id,filename,sha256,bytes,channels,sample_width_bytes,sample_rate_hz,frames
644,id=644_genre=popular_c-id=650_e-id=35_ic_category_1.wav,d1c338a0f06ecd08e99c77aed98dce33555a0ed269befd96a46d515d91045326,1764124,2,2,44100,441020
645,id=645_genre=popular_c-id=360_e-id=20_ic_category_1.wav,90f4a59602ff6c9fb03b315f2f4b6592338af717b0f94e8a2d392581a6f14361,1764124,2,2,44100,441020
646,id=646_genre=popular_c-id=181_e-id=16_ic_category_1.wav,c9a20f8a30f952f9185144d805d7e23c730365bf6f47793ac3aba5964a9ab1f4,1764124,2,2,44100,441020
647,id=647_genre=popular_c-id=70_e-id=51_ic_category_1.wav,02c1e46b5d800c08814d19d14a7ca3c2d6b099da9b4bf618a0ac4162f5ba5149,1764124,2,2,44100,441020
648,id=648_genre=popular_c-id=530_e-id=35_ic_category_1.wav,027af4d16f312f705bf0e996c8fb7caa7184269ee46b2a140d4e65cf3c822316,1764124,2,2,44100,441020
649,id=649_genre=popular_c-id=323_e-id=112_ic_category_1.wav,55e9e7f7c6b39d94812629c9bb269aae2bb561d23be49e5756f15e52aa63a07f,1764124,2,2,44100,441020
650,id=650_genre=popular_c-id=580_e-id=8_ic_category_1.wav,a6563920dd59a89acce3708981e9dcba75b85ba1a9cddd3abe7627a5e0702c64,1764124,2,2,44100,441020
651,id=651_genre=popular_c-id=104_e-id=110_ic_category_1.wav,a71ad2e788ac9e917de3c65adbdef51760108f619f2d012dbb879243dfe0ce4a,1764124,2,2,44100,441020
652,id=652_genre=popular_c-id=664_e-id=23_ic_category_1.wav,eb45442cf00ff0a77b648b7ef3a92616917946e829c9c3831c3b1bb39984d184,1764124,2,2,44100,441020
653,id=653_genre=popular_c-id=591_e-id=5_ic_category_1.wav,bf34ccf847009096b4658caaba2089064265819c80079a2c7a67c4b46e9a5d3e,1764124,2,2,44100,441020
654,id=654_genre=popular_c-id=645_e-id=17_ic_category_1.wav,9f646de504b14054fd93eedb30edb003a5cc812c4fb0a4d47bb814a597afbd09,1764124,2,2,44100,441020
